epoch,wall_clock,train_time,train_loss,train_acc,dev_loss,dev_acc,test_acc
50,584,10,0.9040,0.3790,10.4882,0.3012,0.3008
51,596,10,0.9788,0.3856,10.3837,0.3044,0.2997
52,607,10,0.9151,0.3963,10.2389,0.3024,0.3020
53,619,10,0.9457,0.4002,10.5151,0.3153,0.3096
54,630,10,0.9471,0.4010,10.6689,0.2995,0.3024
55,642,10,0.9013,0.4083,10.8078,0.3144,0.3071
56,653,10,0.8674,0.4125,10.6200,0.3129,0.3059
57,665,10,0.8466,0.4145,10.7567,0.3070,0.3029
58,676,10,0.8646,0.4187,10.8578,0.3141,0.3067
59,687,10,0.8739,0.4183,10.6704,0.3152,0.3056
60,699,10,0.8567,0.4282,10.9835,0.3074,0.3008
61,710,10,0.7943,0.4299,10.9041,0.3151,0.3110
62,722,10,0.8437,0.4342,10.8596,0.3161,0.3077
63,733,10,0.8474,0.4502,10.6950,0.3075,0.3004
64,745,10,0.8385,0.4492,11.1884,0.3092,0.3056
65,756,10,0.7960,0.4497,10.9311,0.3142,0.3060
66,768,10,0.8154,0.4536,11.2293,0.3123,0.3054
67,779,10,0.8178,0.4573,11.2002,0.3137,0.3069
68,791,10,0.8138,0.4606,11.3796,0.3142,0.3041
69,802,10,0.8145,0.4693,11.0725,0.2913,0.2916
70,814,10,0.7479,0.4733,11.8316,0.3146,0.3046
71,825,10,0.7876,0.4809,11.2798,0.3075,0.2990
72,837,10,0.7270,0.4858,11.6527,0.3157,0.3100
73,848,10,0.7594,0.4838,11.4365,0.3099,0.2997
74,860,10,0.7335,0.4869,12.0719,0.3138,0.3025
75,871,10,0.7263,0.4901,11.7571,0.3036,0.2941
76,883,10,0.7145,0.5008,11.5006,0.3074,0.2978
77,894,10,0.7480,0.5009,11.6008,0.3132,0.2971
78,905,10,0.7397,0.5041,11.6532,0.3103,0.3014
79,917,10,0.7392,0.5085,11.4348,0.3115,0.3000
80,928,10,0.7068,0.5058,11.3241,0.3141,0.3008
81,940,10,0.7150,0.5120,12.1099,0.3112,0.3051
82,951,10,0.7665,0.5248,11.8637,0.3007,0.2935
83,963,10,0.7078,0.5203,11.6051,0.3036,0.2918
84,974,10,0.6756,0.5298,12.1494,0.3083,0.2984
85,986,10,0.7087,0.5372,11.7619,0.3058,0.3015
86,997,10,0.6950,0.5306,11.9176,0.2980,0.2931
87,1009,10,0.7210,0.5380,12.3624,0.3034,0.2906
88,1020,10,0.7353,0.5483,11.8771,0.3109,0.3045
89,1032,10,0.7070,0.5451,12.1071,0.3129,0.3029
90,1043,10,0.6847,0.5465,11.9208,0.3099,0.2974
91,1055,10,0.7079,0.5573,12.2408,0.3063,0.2932
92,1066,10,0.6836,0.5639,12.4487,0.3122,0.3013
93,1078,10,0.6925,0.5598,12.1925,0.2991,0.2905
94,1089,10,0.7014,0.5667,12.0641,0.3059,0.2966
95,1101,10,0.6772,0.5693,12.2397,0.3022,0.2957
96,1112,10,0.6657,0.5699,12.3458,0.3126,0.2999
97,1124,10,0.6642,0.5714,12.1239,0.3079,0.2993
98,1135,10,0.6784,0.5761,12.5563,0.3019,0.2971
99,1147,10,0.6591,0.5826,12.4682,0.3038,0.2946
